Major Place,Minor Place
1873,11147,86
1874,12057,2
1875,11927,96
1876,14800,87
1877,10099,36
1878,13938,32
1879,12372,92
1880,13190,33
1881,10252,45
1882,12387,85
1883,10661,42
1884,13289,9
1885,14227,43
1886,11592,23
1887,12170,96
1888,13182,38
1889,12694,38
1890,12886,27
1891,11753,40
1892,10153,40
1893,10812,99
1894,12372,79
1895,12523,81
1896,11302,41
1897,11397,32
1898,10976,72
1899,12538,27
1900,13994,1
1901,12979,100
1902,10384,80
1903,10754,64
1904,14494,89
1905,11323,93
1906,14020,53
1907,13669,73
1908,13580,60
1909,10420,76
1910,10400,21
1911,12913,58
1912,11810,19
1913,12882,63
1914,11372,71
1915,12464,35
1916,10662,95
1917,14945,23
1918,12460,7
1919,11932,56
1920,14155,91
1921,14210,53
1922,13915,82
1923,10780,20
1924,11364,77
1925,12710,53
1926,11172,43
1927,10704,9
1928,14455,1
1929,13027,49
1930,12127,45
1931,11531,23
1932,11788,36
1933,13007,7
1934,11844,59
1935,10647,84
1936,11560,86
1937,13588,25
1938,12666,13
1939,13900,14
1940,14921,96
1941,11369,1
1942,10297,36
1943,10690,10
1944,12074,67
1945,13436,38
1946,10985,57
1947,12762,46
1948,11485,76
1949,13940,50
1950,11157,34
1951,12238,24
1952,13879,63
1953,11564,50
1954,12518,75
1955,10660,94
1956,10650,36
1957,13636,10
1958,12760,24
1959,11829,79
1960,13941,49
1961,13382,39
1962,13509,80
1963,13281,13
1964,10935,51
1965,10460,33
1966,14221,19
1967,14104,93
1968,13958,50
1969,10900,17
1970,12197,48
1971,12103,9
1972,11347,63
1973,11947,93
1974,11378,72
1975,11329,32
1976,11110,47
1977,12914,55
1978,10794,43
1979,14412,25
1980,12174,52
1981,13410,22
1982,13554,3
1983,14083,39
1984,11419,19
1985,13725,72
1986,14122,85
1987,12764,52
1988,11130,1
1989,14440,14
1990,13183,71
1991,14835,1
1992,11322,56
1993,13962,37
1994,13950,74
1995,11611,32
1996,13412,50
1997,10912,93
1998,12967,83
1999,12444,16
2000,10606,54
2001,10105,53
2002,12339,18
2003,13918,33
2004,12544,95
2005,14464,64
2006,10016,3
2007,11441,93
2008,13770,89
2009,12854,23
2010,11236,61
2011,13085,83
2012,12644,15
2013,10309,77
2014,14907,24
2015,12580,25
2016,12804,46
2017,11686,53
2018,12851,60
2019,14158,31
2020,14521,71
2021,10935,52
2022,12894,3
2023,11948,70
2024,10853,81
2025,10580,100
2026,14132,93
2027,10691,19
2028,14469,64
2029,12862,9
2030,14901,1
2031,11489,1
2032,11767,70
2033,13330,61
2034,14048,89
2035,13574,97
2036,12285,31
2037,11084,12
2038,13226,40
2039,10594,35
2040,10561,49
2041,11334,17
2042,13923,14
2043,13950,59
2044,12621,73
2045,14518,12
2046,10382,75
2047,12855,97
2048,13321,67
2049,11536,72
2050,10494,37
2051,14731,94
2052,12642,4
2053,11362,54
2054,10763,36
2055,13501,17
2056,13427,43
2057,14789,80
2058,13120,20
2059,11966,96
2060,12709,81
2061,10969,38
2062,12829,84
2063,14711,67
2064,14051,28
2065,14283,92
2066,10749,72
2067,10395,100
2068,14218,54
2069,10753,85
2070,10111,78
2071,14730,68
2072,14206,3
2073,14605,61
2074,13834,40
2075,10351,51
2076,13329,6
2077,14333,75
2078,11941,97
2079,13481,82
2080,10903,7
2081,14653,25
2082,14267,63
2083,11466,13
2084,14622,5
2085,13261,35
2086,10827,82
2087,10587,41
2088,11879,15
2089,14839,29
2090,14197,73
2091,14900,31
2092,14924,100
2093,10337,93
2094,12272,67
2095,12385,100
2096,13386,55
2097,14418,38
2098,11703,60
2099,11362,65
2100,11340,89
2101,12864,46
2102,14252,84
2103,11164,82
2104,11854,41
2105,12153,44
2106,11057,14
2107,12183,41
2108,11934,50
2109,14852,74
2110,12925,61
2111,14158,51
2112,14245,45
2113,12472,100
2114,11712,18
2115,11866,27
2116,10425,62
2117,12069,88
2118,12035,56
2119,13647,27
2120,14698,66
2121,12753,67
2122,13923,65
2123,13181,65
2124,11582,39
2125,13428,91
2126,11937,18
2127,13363,37
2128,12896,29
2129,12353,38
2130,12049,95
2131,10043,95
2132,14518,63
2133,10892,92
2134,11042,4
2135,12836,19
2136,10131,55
2137,12198,67
2138,13797,13
2139,11266,32
2140,12463,72
2141,12504,53
2142,13249,67
2143,10896,33
2144,13344,90
2145,13986,33
2146,13049,28
2147,11177,19
2148,11789,44
2149,10005,29
2150,13977,43
2151,13764,21
2152,10808,85
2153,10635,47
2154,12134,61
2155,10058,85
2156,12335,88
2157,14237,22
2158,13858,76
2159,13831,35
2160,10801,6
2161,12535,72
2162,13406,90
2163,13553,25
2164,10808,36
2165,11537,5
2166,14910,39
2167,13211,53
2168,11993,36
2169,12655,45
2170,14381,51
2171,11604,84
2172,13387,97
2173,14099,8
2174,14467,18
2175,10361,10
2176,12694,17
2177,10556,89
2178,11180,98
2179,10889,90
2180,11769,87
2181,13533,95
2182,11187,97
2183,12586,44
2184,14500,67
2185,11840,98
2186,11446,14
2187,12069,72
2188,14656,24
2189,14165,80
2190,12089,9
2191,10248,65
2192,14044,36
2193,13102,53
2194,10126,12
2195,13489,45
2196,13786,79
2197,13128,100
2198,10620,52
2199,11667,6
2200,11754,34
2201,10729,50
2202,10077,65
2203,11206,10
2204,12181,70
2205,14820,32
2206,12989,66
2207,10375,58
2208,14018,18
2209,11293,17
2210,14333,91
2211,14013,19
2212,14262,42
2213,13107,23
2214,13020,26
2215,12430,14
2216,14972,70
2217,11714,3
2218,14010,19
2219,14820,93
2220,14445,74
2221,13117,64
2222,13209,23
2223,13448,57
2224,13309,83
2225,14094,84
2226,10874,16
2227,13991,9
2228,14159,91
2229,11817,94
2230,12907,24
2231,12014,17
2232,11743,91
2233,14996,83
2234,12595,87
2235,12062,37
2236,14851,57
2237,11788,36
2238,12410,59
2239,12133,43
2240,11169,11
2241,12602,32
2242,11505,87
2243,11126,2
2244,13393,57
2245,13555,91
2246,14577,57
2247,11361,1
2248,14183,25
2249,11379,86
2250,11822,47
2251,14145,59
2252,14510,38
2253,11565,10
2254,13200,55
2255,12050,70
2256,10380,80
2257,11664,78
2258,14889,83
2259,12416,55
2260,13562,91
2261,11610,63
2262,10542,42
2263,13188,86
2264,14406,70
2265,13679,52
2266,14653,65
2267,12701,70
2268,14091,90
2269,10608,69
2270,14055,85
2271,11462,85
2272,11070,47
2273,12682,49
2274,13742,83
2275,12826,25
2276,11160,84
2277,14212,19
2278,14310,90
2279,12275,49
2280,11803,43
2281,14907,79
2282,12698,62
2283,12094,20
2284,12674,39
2285,12771,83
2286,14577,8
2287,11775,24
2288,11451,2
2289,10736,49
2290,13383,52
2291,13642,48
2292,11297,87
2293,11245,71
2294,11645,78
2295,11919,58
2296,11049,84
2297,14346,74
2298,12822,69
2299,13452,56
2300,14889,65
2301,13552,84
2302,11067,58
2303,12549,17
2304,14604,51
2305,10421,80
2306,12703,36
2307,11135,1
2308,14177,93
2309,11589,77
2310,12972,7
2311,10360,40
2312,10063,92
2313,11200,6
2314,13835,16
2315,10239,92
2316,11298,47
2317,10085,40
2318,14171,18
2319,10837,29
2320,14041,93
2321,11885,53
2322,13717,96
2323,13872,71
2324,11709,78
2325,10246,43
2326,12030,43
2327,10329,48
2328,13834,22
2329,10268,78
2330,12044,87
2331,13771,92
2332,11210,46
2333,14474,77
2334,14376,31
2335,10279,32
2336,11771,11
2337,11050,31
2338,14909,72
2339,14510,73
2340,12632,26
2341,13835,78
2342,13854,93
2343,13286,12
2344,10661,39
2345,12144,58
2346,12356,33
2347,11864,16
2348,13698,94
2349,10661,52
2350,11204,53
2351,13558,54
2352,12857,17
2353,14238,70
2354,10034,67
2355,10911,19
2356,10379,6
2357,14246,67
2358,13797,58
2359,12901,50
2360,13685,10
2361,13758,78
2362,10534,72
2363,14748,11
2364,14470,2
2365,10283,67
2366,14907,12
2367,14071,90
2368,12027,81
2369,12832,67
2370,13183,74
2371,14924,3
2372,14506,2
2373,13057,12
2374,10582,69
2375,14811,57
2376,10095,100
2377,12382,53
2378,13251,92
2379,14197,12
2380,12954,91
2381,11393,65
2382,14598,56
2383,13080,27
2384,11118,95
2385,13688,43
2386,12374,79
2387,12905,29
2388,10571,35
2389,13752,66
2390,13006,21
2391,10249,50
2392,12748,42
2393,11525,37
2394,13551,11
2395,14653,39
2396,10078,36
2397,11959,99
2398,13862,72
2399,11308,96
2400,12470,80
2401,14315,86
2402,12099,32
2403,14405,35
2404,11229,30
2405,13177,100
2406,12158,32
2407,14130,72
2408,13198,44
2409,14593,30
2410,14340,59
2411,10599,23
2412,10045,22
2413,10504,77
2414,10458,94
2415,14185,29
2416,11646,24
2417,13825,60
2418,12470,61
2419,12875,34
2420,12333,16
2421,13884,1
2422,10213,74
2423,14837,21
2424,14922,13
2425,10364,41
2426,12782,37
2427,12176,39
2428,10336,57
2429,14305,63
2430,13914,12
2431,13951,58
2432,11477,75
2433,13964,13
2434,14194,9
2435,14895,50
2436,14635,68
2437,12785,71
2438,13566,36
2439,14970,45
2440,10444,55
2441,13279,24
2442,12299,66
2443,12860,23
2444,14437,25
2445,13468,54
2446,12183,60
2447,13574,2
2448,12964,54
2449,12914,71
2450,14593,84
2451,14137,75
2452,10699,87
2453,12880,84
2454,10074,93
2455,10067,31
2456,12467,49
2457,12973,21
2458,10118,62
2459,10745,69
2460,10080,18
2461,10068,32
2462,12125,41
2463,14131,60
2464,12721,2
2465,13078,2
2466,14156,47
2467,14319,54
2468,13151,19
2469,12022,57
2470,14717,87
2471,13675,60
2472,13998,2
2473,14467,37
2474,11853,98
2475,11948,73
2476,14278,99
2477,12462,20
2478,14850,11
2479,11184,68
2480,14584,72
2481,12964,71
2482,11426,74
2483,10716,71
2484,11863,20
2485,10735,1
2486,10768,27
2487,11962,66
2488,10733,4
2489,10692,91
2490,14235,35
2491,10075,6
2492,10518,85
2493,13514,69
2494,14246,1
2495,12634,24
2496,11698,56
2497,10613,19
2498,10644,96
2499,10110,94
2500,10272,28
2501,13354,39
2502,14006,37
2503,13745,75
2504,10592,75
2505,11253,4
2506,14227,93
2507,11506,86
2508,11661,76
2509,10919,12
2510,11328,90
2511,13182,46
2512,13892,63
2513,14949,85
2514,10548,92
2515,10076,90
2516,13952,64
2517,11407,24
2518,10199,60
2519,13091,98
2520,12583,82
2521,10505,40
2522,12509,51
2523,12053,40
2524,12343,64
2525,13797,33
2526,11003,1
2527,14266,88
2528,13247,63
2529,10124,3
2530,12087,53
2531,14254,99
2532,13655,57
2533,10541,42
2534,11303,38
2535,14135,54
2536,14804,63
2537,12836,1
2538,11415,58
2539,10309,97
2540,13168,90
2541,13613,41
2542,13477,45
2543,10795,93
2544,11687,85
2545,11173,77
2546,14556,88
2547,12140,44
2548,10632,24
2549,12153,51
2550,13010,62
2551,12215,39
2552,11547,82
2553,12412,32
2554,14341,30
2555,12930,88
2556,11711,60
2557,13923,30
2558,10530,93
2559,11144,86
2560,13551,73
2561,13067,42
2562,12167,29
2563,14936,18
2564,13524,100
2565,12139,49
2566,14691,48
2567,11540,38
2568,11481,68
2569,10072,44
2570,14953,40
2571,14165,72
2572,14941,25
2573,13031,38
2574,10385,70
2575,14287,54
2576,10533,62
2577,10529,87
2578,12215,65
2579,12765,45
2580,13315,7
2581,10972,78
2582,11930,65
2583,12962,43
2584,13146,44
2585,10484,78
2586,12162,64
2587,10997,75
2588,10365,26
2589,12078,29
2590,10039,82
2591,12994,2
2592,11025,30
2593,13290,45
2594,11340,68
2595,12062,56
2596,14444,85
2597,11856,91
2598,12896,64
2599,14614,30
2600,12549,51
2601,11045,15
2602,12194,100
2603,12203,87
2604,11895,77
2605,11634,14
2606,10757,76
2607,11691,82
2608,13462,90
2609,14812,93
2610,14391,88
2611,11441,85
2612,11649,70
2613,13448,28
2614,10150,60
2615,11731,36
2616,10724,84
2617,10569,88
2618,14042,2
2619,14112,99
2620,11848,73
2621,12133,40
2622,10702,85
2623,10889,74
2624,14461,48
2625,13593,63
2626,11476,97
2627,12256,54
2628,10056,95
2629,11791,70
2630,10830,99
2631,11978,39
2632,11485,24
2633,14982,89
2634,11145,31
2635,14833,16
2636,14207,42
2637,13627,68
2638,13733,94
2639,10586,91
2640,10283,31
2641,13241,39
2642,14165,84
2643,13151,33
2644,14029,68
2645,10150,18
2646,14034,57
2647,13971,41
2648,11031,48
2649,14553,36
2650,13974,36
2651,14894,62
2652,14751,61
2653,13240,91
2654,12886,69
2655,11574,4
2656,10761,8
2657,14302,9
2658,11643,45
2659,12158,90
2660,13844,64
2661,11530,36
2662,13297,31
2663,12735,4
2664,14612,66
2665,14221,92
2666,12834,99
2667,12682,56
2668,13901,61
2669,11290,92
2670,10307,81
2671,10153,21
2672,14752,11
2673,14059,56
2674,11717,74
2675,14341,7
2676,12090,60
2677,14902,93
2678,12508,92
2679,14948,71
2680,11351,91
2681,11099,6
2682,10033,77
2683,10752,57
2684,14065,8
2685,14892,47
2686,10112,54
2687,13234,91
2688,14312,85
2689,11544,3
2690,11647,92
2691,13873,78
2692,10937,70
2693,13569,85
2694,12357,62
2695,10150,91
2696,13159,98
2697,11543,37
2698,13223,6
2699,12337,30
2700,13655,83
2701,10598,33
2702,10403,83
2703,13724,62
2704,14617,30
2705,14376,80
2706,14841,28
2707,10692,21
2708,13966,69
2709,14658,47
2710,12269,46
2711,14782,69
2712,14290,85
2713,13925,67
2714,10168,69
2715,13048,62
2716,13255,53
2717,10772,80
2718,14141,6
2719,14955,81
2720,14231,91
2721,14236,59
2722,11325,29
2723,14156,30
2724,13463,43
2725,11358,90
2726,12777,57
2727,14604,18
2728,12327,44
2729,14978,34
2730,11818,32
2731,13889,16
2732,14094,42
2733,10957,12
2734,14660,10
2735,13027,73
2736,14731,60
2737,11981,51
2738,11072,62
2739,11522,80
2740,14750,13
2741,11215,22
2742,13128,11
2743,13130,35
2744,11594,61
2745,13894,10
2746,11560,30
2747,10778,45
2748,11626,31
2749,10774,41
2750,12059,45
2751,13453,81
2752,13542,15
2753,11264,96
2754,12270,54
2755,14857,30
2756,11331,84
2757,12859,7
2758,12013,2
2759,13546,29
2760,13178,2
2761,13481,82
2762,13748,47
2763,11915,18
2764,13553,57
2765,10946,55
2766,14309,78
2767,10543,33
2768,13379,76
2769,10168,32
2770,14605,59
2771,13510,23
2772,10870,34
2773,10933,95
2774,13210,92
2775,10559,37
2776,11205,27
2777,11153,66
2778,10992,42
2779,10832,33
2780,13552,64
2781,11454,98
2782,13239,34
2783,14931,96
2784,14074,26
2785,10921,57
2786,10258,8
2787,12394,63
2788,12691,82
2789,12827,83
2790,13436,55
2791,13671,33
2792,12718,86
2793,11051,31
2794,11201,49
2795,11927,16
2796,12723,81
2797,11550,82
2798,14765,32
2799,10288,61
2800,11205,39
2801,13709,29
2802,10610,85
2803,12945,82
2804,13097,87
2805,14062,87
2806,14202,6
2807,14179,86
2808,12463,56
2809,14154,79
2810,13907,12
2811,11043,50
2812,14012,58
2813,13654,22
2814,11334,9
2815,13994,94
2816,11442,35
2817,10091,3
2818,10799,35
2819,14443,88
2820,14476,93
2821,14145,22
2822,11017,76
2823,10355,14
2824,12695,30
2825,10104,12
2826,12625,91
2827,10717,99
2828,12929,94
2829,13356,37
2830,13505,72
2831,10562,73
2832,13662,82
2833,11702,79
2834,14470,86
2835,12690,72
2836,14240,10
2837,14644,78
2838,10669,78
2839,12371,90
2840,10892,43
2841,14127,55
2842,11500,42
2843,10489,1
2844,12062,72
2845,11574,70
2846,12739,90
2847,12385,91
2848,11460,94
2849,12388,63
2850,13158,71
2851,14535,4
2852,13165,74
2853,14628,98
2854,13988,60
2855,14161,27
2856,13583,8
2857,13931,23
2858,13322,67
2859,12570,6
2860,11596,35
2861,13710,50
2862,14630,99
2863,12446,71
2864,11413,68
2865,12445,20
2866,12669,17
2867,10473,91
2868,13271,12
2869,11924,81
2870,11667,63
2871,10967,41
2872,13960,78
2873,12936,84
2874,13188,36
2875,11573,18
2876,12884,54
2877,14516,78
2878,13341,33
2879,14522,92
2880,14595,61
2881,14669,100
2882,14460,21
2883,10834,85
2884,14377,44
2885,13347,60
2886,13123,20
2887,14536,71
2888,12210,35
2889,10125,40
2890,12301,15
2891,14551,97
2892,11252,56
2893,13782,71
2894,10787,8
2895,11239,76
2896,14020,35
2897,10515,18
2898,10353,99
2899,11922,38
2900,13793,57
2901,13624,27
2902,12358,58
2903,11326,8
2904,11429,85
2905,13417,16
2906,12854,14
2907,12686,92
2908,11530,75
2909,13085,10
2910,11325,35
2911,10676,23
2912,11220,91
2913,10895,66
2914,14094,7
2915,13780,63
2916,12056,62
2917,12569,30
2918,11798,31
2919,14393,88
2920,11497,98
2921,10141,69
2922,11863,83
2923,14922,57
2924,14738,92
2925,14228,71
2926,14878,94
2927,14634,92
2928,12427,99
2929,14224,42
2930,12710,53
2931,12581,73
2932,13255,81
2933,10174,30
2934,11880,80
2935,12869,64
2936,13321,93
2937,11084,66
2938,11841,9
2939,13932,19
2940,14921,74
2941,14387,28
2942,10002,40
2943,13195,22
2944,13982,9
2945,10834,27
2946,10962,32
2947,11317,42
2948,14714,41
2949,14449,38
2950,11015,29
2951,14467,92
2952,11708,96
2953,12635,34
2954,14503,70
2955,10035,69
2956,10766,88
2957,10353,22
2958,14234,74
2959,10812,24
2960,14818,93
2961,10108,59
2962,14496,78
2963,14199,58
2964,13591,7
2965,14120,95
2966,12338,13
2967,14493,48
2968,10790,19
2969,13409,57
2970,11635,74
2971,10010,2
2972,13664,49
2973,13150,9
2974,13541,9
2975,13550,89
2976,14513,13
2977,10388,86
2978,11734,87
2979,10150,91
2980,13947,91
2981,12915,55
2982,13348,96
2983,12700,25
2984,13129,78
2985,10608,95
2986,11145,74
2987,13025,99
2988,14225,66
2989,14369,45
2990,13123,84
2991,13360,80
2992,10589,6
2993,14515,44
2994,14394,3
2995,11632,48
2996,13474,5
2997,10174,4
2998,10841,64
2999,10400,86
3000,13179,91
3001,13539,14
3002,12969,26
3003,13307,76
3004,10287,76
3005,11751,85
3006,13500,50
3007,12497,15
3008,11298,49
3009,12139,66
3010,11891,18
3011,14769,43
3012,10565,83
3013,10438,20
3014,12526,84
3015,14430,59
3016,11382,79
3017,10690,59
3018,10984,46
3019,12024,51
3020,10525,11
3021,12525,88
3022,14711,79
3023,14093,28
3024,12816,4
3025,13396,56
3026,13059,53
3027,12836,72
3028,12767,9
3029,10138,90
3030,12188,67
3031,10177,41
3032,11714,98
3033,14141,88
3034,13587,83
3035,14193,8
3036,13744,32
3037,11045,78
3038,11805,3
3039,12887,16
3040,11679,92
3041,13016,37
3042,10642,43
3043,10233,97
3044,13788,18
3045,10892,25
3046,14875,29
3047,10140,59
3048,14683,12
3049,12414,44
3050,14865,55
3051,10033,87
3052,10071,14
3053,10632,67
3054,12525,81
3055,12812,21
3056,11014,6
3057,10576,9
3058,13726,58
3059,12899,39
3060,13149,76
3061,13044,16
3062,12664,56
3063,12460,71
3064,14179,58
3065,14505,73
3066,10357,91
3067,14771,50
3068,13129,8
3069,13617,26
3070,13673,10
3071,11654,29
3072,10282,79
3073,13134,26
3074,11811,71
3075,10418,30
3076,10995,2
3077,11130,61
3078,12731,32
3079,12738,70
3080,12218,68
3081,10229,22
3082,14477,28
3083,14454,57
3084,11326,11
3085,10899,21
3086,14000,54
3087,14757,71
3088,12199,57
3089,14837,31
3090,10225,89
3091,13402,30
3092,11122,44
3093,13771,85
3094,12320,88
3095,11068,69
3096,11652,72
3097,14776,67
3098,10871,2
3099,10659,20
3100,11518,75
3101,10515,43
3102,12444,62
3103,14462,63
3104,12198,4
3105,12300,91
3106,10562,66
3107,11321,42
3108,11978,55
3109,11816,33
3110,11617,18
3111,13842,82
3112,12144,8
3113,12958,21
3114,13017,33
3115,11733,3
3116,10152,51
3117,11546,50
3118,13500,31
3119,11186,16
3120,10211,96
3121,11028,61
3122,10124,65
3123,11515,32
3124,10177,97
3125,12134,72
3126,10634,45
3127,14772,21
3128,10708,10
3129,13565,4
3130,13492,17
3131,13703,56
3132,11925,43
3133,11150,56
3134,13830,71
3135,11277,63
3136,12336,58
3137,11074,16
3138,10330,65
3139,12528,75
3140,12718,4
3141,13499,78
3142,11090,45
3143,14844,50
3144,10260,77
3145,12094,43
3146,10153,46
3147,11117,81
3148,14048,42
3149,14506,66
3150,10010,69
3151,12803,29
3152,14136,44
3153,11455,81
3154,11207,38
3155,12982,82
3156,13207,6
3157,14897,64
3158,12428,8
3159,11967,67
3160,13320,5
3161,11593,14
3162,13158,64
3163,14516,92
3164,14715,73
3165,13877,24
3166,11530,7
3167,14670,100
3168,14546,1
3169,10782,43
3170,14081,59
3171,11731,81
3172,10440,44
3173,11657,41
3174,12246,21
3175,10032,75
3176,13664,58
3177,11047,38
3178,14689,70
3179,10595,75
3180,13033,14
3181,11181,24
3182,13496,66
3183,13016,13
3184,11491,64
3185,10842,52
3186,14627,88
3187,14638,24
3188,13948,29
3189,14560,76
3190,11614,69
3191,10331,10
3192,12513,90
3193,12179,72
3194,14370,24
3195,10326,33
3196,12654,70
3197,12749,9
3198,10189,87
3199,12501,29
3200,14563,77
3201,12906,33
3202,14478,5
3203,11030,23
3204,13584,44
3205,13712,1
3206,12026,19
3207,13858,28
3208,10444,9
3209,12058,78
3210,12438,78
3211,10857,19
3212,11591,74
3213,14660,25
3214,14785,21
3215,10947,35
3216,14699,1
3217,14681,81
3218,11309,48
3219,12973,18
3220,13554,85
3221,11141,35
3222,12920,72
3223,10802,92
3224,14608,70
3225,12872,61
3226,14251,91
3227,13184,4
3228,10487,25
3229,14706,89
3230,13469,78
3231,11206,1
3232,13994,74
3233,12927,22
3234,12301,17
3235,12007,53
3236,11774,49
3237,13566,67
3238,10064,15
3239,10803,85
3240,14210,98
3241,11059,49
3242,12666,82
3243,12263,78
3244,10262,58
3245,10117,46
3246,10611,60
3247,10409,78
3248,11395,32
3249,10624,82
3250,11523,2
3251,10513,1
3252,10905,6
3253,11719,7
3254,11091,35
3255,13152,71
3256,14896,33
3257,11477,71
3258,14167,71
3259,13107,88
3260,12026,77
3261,14025,39
3262,14687,37
3263,13854,70
3264,10172,87
3265,10019,43
3266,10011,54
3267,13644,88
3268,13180,32
3269,14557,33
3270,10718,85
3271,11918,71
3272,11010,12
3273,13810,41
3274,11443,53
3275,13087,3
3276,12853,98
3277,14815,21
3278,13399,75
3279,10211,93
3280,10341,68
3281,10788,50
3282,10864,26
3283,11610,67
3284,12812,85
3285,10909,94
3286,12337,69
3287,14734,27
3288,13162,97
3289,12740,5
3290,13621,92
3291,11342,13
3292,12585,84
3293,12704,4
3294,10508,70
3295,12341,26
3296,13268,27
3297,10470,53
3298,10388,93
3299,13221,80
3300,10029,70
3301,13457,67
3302,14290,26
3303,14012,72
3304,11561,86
3305,14503,26
3306,10607,64
3307,12776,45
3308,11759,14
3309,14179,59
3310,13772,55
3311,10552,16
3312,14282,59
3313,14930,47
3314,14314,24
3315,12503,96
3316,12640,59
3317,11029,79
3318,14452,93
3319,10059,56
3320,12142,27
3321,13720,34
3322,13623,22
3323,14482,12
3324,13741,44
3325,10635,82
3326,14399,53
3327,11962,38
3328,14201,30
3329,13081,90
3330,14089,31
3331,14125,21
3332,14114,89
3333,12988,96
3334,14850,13
3335,13097,69
3336,14367,1
3337,14866,19
3338,14577,81
3339,12751,79
3340,12664,85
3341,14193,40
3342,14196,42
3343,11176,59
3344,13157,63
3345,13732,67
3346,10710,33
3347,13559,6
3348,12145,2
3349,10469,69
3350,10973,16
3351,11852,11
3352,14721,17
3353,12998,76
3354,10279,17
3355,14850,46
3356,11473,9
3357,11970,99
3358,14621,19
3359,14209,61
3360,10376,9
3361,13755,4
3362,11349,12
3363,10452,62
3364,14687,41
3365,12528,26
3366,14704,14
3367,14127,19
3368,13865,61
3369,12268,49
3370,12255,80
3371,12755,26
3372,14784,25
3373,10312,34
3374,10400,51
3375,13789,30
3376,11424,10
3377,14769,26
3378,14669,92
3379,14973,41
3380,10806,10
3381,10316,67
3382,11785,63
3383,11147,14
3384,10134,89
3385,11183,100
3386,10499,88
3387,12911,37
3388,13821,5
3389,10338,34
3390,13504,15
3391,11532,94
3392,11763,71
3393,14644,62
3394,11252,80
3395,13660,21
3396,12564,83
3397,12463,33
3398,14570,3
3399,14557,26
3400,13054,75
3401,13188,85
3402,10774,39
3403,13680,96
3404,14188,87
3405,12672,81
3406,12315,7
3407,10783,83
3408,14170,12
3409,11678,61
3410,10146,16
3411,13306,78
3412,12463,76
3413,10870,46
3414,14382,77
3415,13601,21
3416,14813,51
3417,13500,4
3418,11118,14
3419,14740,75
3420,11670,89
3421,10300,15
3422,12108,77
3423,11683,20
3424,12169,95
3425,12170,69
3426,12722,100
3427,12856,57
3428,14754,93
3429,11528,43
3430,12907,88
3431,11808,50
3432,10055,68
3433,11616,13
3434,14771,76
3435,11409,2
3436,12047,52
3437,12355,84
3438,13504,19
3439,13509,21
3440,10180,89
3441,10570,27
3442,14085,89
3443,10188,6
3444,12558,88
3445,14735,37
3446,12021,54
3447,13368,52
3448,11078,5
3449,12800,15
3450,12242,1
3451,10003,24
3452,10001,30
3453,11676,98
3454,11637,89
3455,12721,61
3456,13147,25
3457,14802,79
3458,10582,3
3459,14100,67
3460,13819,64
3461,14738,27
3462,14730,10
3463,10096,97
3464,12513,60
3465,11676,79
3466,13841,14
3467,14936,59
3468,14128,16
3469,10246,88
3470,14023,73
3471,14174,69
3472,13839,10
3473,10157,95
3474,12312,18
3475,14960,68
3476,11886,37
3477,12998,9
3478,10225,76
3479,12079,46
3480,10813,24
3481,13861,70
3482,12146,39
3483,14290,56
3484,14100,65
3485,12377,79
3486,11960,6
3487,11526,97
3488,13789,48
3489,13657,73
3490,10076,30
3491,12110,73
3492,13220,27
3493,13584,61
3494,12848,91
3495,14400,93
3496,10955,88
3497,14720,41
3498,10263,80
3499,13729,60
3500,13729,96
3501,14308,17
3502,12433,37
3503,11683,94
3504,11245,78
3505,14995,39
3506,11807,54
3507,10106,43
3508,13420,69
3509,11334,84
3510,12426,62
3511,12104,37
3512,12415,71
3513,12013,57
3514,13961,67
3515,11177,28
3516,14244,16
3517,12485,82
3518,14317,44
3519,12945,52
3520,11982,56
3521,14368,98
3522,11428,29
3523,12588,35
3524,13692,16
3525,10079,96
3526,12625,4
3527,12925,47
3528,10073,21
3529,14248,82
3530,10913,12
3531,14199,96
3532,12636,8
3533,13094,67
3534,12567,73
3535,14263,65
3536,11340,91
3537,14790,65
3538,14822,89
3539,12501,14
3540,12371,63
3541,14032,41
3542,14101,42
3543,12295,31
3544,14117,53
3545,11649,44
3546,11317,50
3547,14807,17
3548,13145,68
3549,10145,30
3550,12093,14
3551,10244,85
3552,10357,90
3553,11252,30
3554,10827,51
3555,14731,28
3556,14418,58
3557,11772,57
3558,10725,76
3559,14480,16
3560,11706,17
3561,13722,51
3562,11704,4
3563,10100,37
3564,12444,28
3565,11983,58
3566,12756,11
3567,14863,81
3568,12487,2
3569,11366,95
3570,11546,67
3571,11506,71
3572,11416,10
3573,11770,30
3574,10542,22
3575,14804,37
3576,10785,2
3577,10117,16
3578,14659,17
3579,14735,30
3580,11032,28
3581,14081,66
3582,12792,49
3583,11416,56
3584,10302,79
3585,10066,46
3586,14157,95
3587,14816,91
3588,10234,66
3589,10369,45
3590,10302,36
3591,13672,72
3592,12171,100
3593,13246,31
3594,11946,4
3595,13734,86
3596,13956,83
3597,11686,98
3598,11602,96
3599,14770,3
3600,12481,52
3601,12526,9
3602,13050,74
3603,12994,52
3604,14329,67
3605,11757,9
3606,12155,52
3607,11265,5
3608,14439,100
3609,14854,8
3610,14726,33
3611,10552,35
3612,11067,9
3613,12127,69
3614,13011,34
3615,11593,14
3616,13675,81
3617,14030,98
3618,14433,58
3619,12014,16
3620,10751,14
